"nombre","simbolo","mercado","ultimo","compra","venta","horario_ampliado","horario_ampliado_%","apertura","anterior","maximo","minimo","var","%_var","vol","fecha_prox_resultados","hora","cap_mercado","ganancia","vol_promedio_3m","bpa","per","beta","dividendo","rendimiento","5_minutos","15_minutos","30_minutos","1_hora","5_horas","diario","semanal","mensual","diario","semanal","mensual","anual","1_anio","3_anios"
"Biogen Inc","BIIB.MX","MX","7,080.00","7,050.00","7,208.00","--","--","7,025.00","7,066.92","7,080.00","7,025.00","+13.08","+0.19%","137","22.04.2020","13:10:57","1.23T","","443","-","-","-","-","-","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","0.19%","0.96%","16.98%","22.56%","55.33%","37.08%"
"Vodafone Group PLC ADR","VODN.MX","MX","336.00","-","-","--","--","336.00","335.00","336.00","336.00","+0.00","+0.00%","-","12.05.2020","26/03","23,620,000,000","","2,421","-","-","-","-","-","Neutral","Neutral","Neutral","Compra fuerte","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","13.13%","-1.67%","-8.61%","-4.55%","-34.23%"
"Danaher Corporation","DHR.MX","MX","3,185.00","3,192.00","3,288.00","--","--","3,185.00","3,200.00","3,185.00","3,185.00","-15.00","-0.47%","920","16.04.2020","13:11:01","2.26T","","6,005","-","-","-","-","-","Neutral","Neutral","Neutral","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","-0.47%","9.97%","12.47%","9.83%","28.52%","96.60%"
"Lockheed Martin Corporation","LMT.MX","MX","8,215.00","8,083.01","8,318.99","--","--","7,950.00","7,893.00","8,223.50","7,950.00","+322.00","+4.08%","1,426","28.04.2020","13:11:00","2.34T","","408","-","-","-","-","-","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","4.08%","8.23%","14.50%","13.15%","44.65%","62.80%"
"3D Systems Corporation","DDD.MX","MX","175.00","175.00","178.00","--","--","171.01","167.75","175.00","171.01","+7.25","+4.32%","149","29.04.2020","13:10:58","20,720,000,000","","1,690","-","-","-","-","-","Compra fuerte","Compra fuerte","Compra","Compra fuerte","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","4.32%","18.64%","-2.78%","4.79%","-14.37%","-33.46%"
"BHP Billiton Ltd ADR","BHPN.MX","MX","870.00","-","-","--","--","870.00","735.50","870.00","870.00","+0.00","+0.00%","-","30.04.2020","26/03","2.14T","","179","-","-","-","-","-","Venta","Venta fuerte","Venta","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta","0.00%","18.29%","-3.55%","-16.96%","-14.87%","19.22%"
"Fidelity National Information Services Inc","FIS.MX","MX","2,836.00","2,300.00","3,000.00","--","--","2,857.00","2,814.51","2,857.00","2,836.00","+21.49","+0.76%","180","05.05.2020","12:24:34","1.75T","","684","-","-","-","-","-","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","0.76%","11.89%","5.17%","9.32%","35.05%","68.04%"
"McDonald’s Corporation","MCD.MX","MX","3,894.00","3,857.01","3,943.99","--","--","3,806.00","3,845.00","3,894.00","3,778.00","+49.00","+1.27%","4,554","22.04.2020","13:10:59","2.90T","","3,776","-","-","-","-","-","Compra fuerte","Compra fuerte","Compra fuerte","Neutral","Compra fuerte","Compra fuerte","Compra","Compra","1.17%","5.25%","3.73%","4.46%","6.72%","59.27%"
"National Steel Company","SIDN.MX","MX","30.000","29.500","30.490","--","--","31.340","32.490","31.340","30.000","0.00","0.00%","602","06.05.2020","13:11:01","42,960,000,000","","867","-","-","-","-","-","Venta","Venta","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","-41.19%","-46.33%","-53.21%","-60.84%","-51.15%"
"FedEx Corporation","FDX.MX","MX","2,848.00","2,814.00","2,877.00","--","--","2,760.00","2,850.00","2,848.00","2,760.00","-2.00","-0.07%","188","23.06.2020","13:09:21","746,620,000,000","","1,088","-","-","-","-","-","Compra fuerte","Compra","Neutral","Neutral","Compra fuerte","Compra fuerte","Neutral","Venta fuerte","-0.07%","11.16%","4.32%","0.32%","-17.45%","-20.42%"
"TAL Education Group","TALN.MX","MX","1,250.000","-","-","--","--","1,268.400","1,300.000","1,268.400","1,250.000","-50.000","-3.85%","70","23.04.2020","08:41:12","764,370,000,000","","11,277","-","-","-","-","-","Compra","Compra","Compra","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","-3.85%","9.46%","14.00%","38.77%","90.80%","-"
"Amgen Inc","AMGN.MX","MX","4,644.23","-","-","--","--","4,644.23","4,690.00","4,644.23","4,644.23","0.00","0.00%","-","28.04.2020","26/03","2.79T","","1,774","-","-","-","-","-","Venta fuerte","Venta","Neutral","Neutral","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","0.00%","-2.43%","20.44%","1.72%","27.86%","48.28%"
"Adobe Systems Incorporated","ADBE.MX","MX","7,230.000","7,230.000","7,314.990","--","--","7,205.000","7,340.540","7,230.000","7,205.000","-110.540","-1.51%","340","11.06.2020","13:10:59","3.48T","","586","-","-","-","-","-","Neutral","Venta","Venta fuerte","Venta","Neutral","Compra fuerte","Compra fuerte","Compra fuerte","-1.51%","-0.82%","8.51%","15.97%","42.74%","206.10%"
"Pasa B","PASAB.MX","MX","15.900","-","-","--","--","15.900","15.900","15.900","15.900","0.000","0.00%","-","24.04.2020","26/03","2,130,000,000","8,640,000,000","202","0.58","27.25","0.22","-","-","Neutral","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","0.00%","0.00%","-8.09%","-18.46%","-32.34%"
"MetLife Inc","MET.MX","MX","725.00","-","-","--","--","740.65","963.70","740.65","725.00","0.00","0.00%","-","29.04.2020","26/03","472,700,000,000","","263","-","-","-","-","-","Venta","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","-24.77%","-24.77%","-23.48%","-10.49%","-27.49%"
"America Movil SAB De CV Class A","AMXA.MX","MX","14.700","15.140","15.400","--","--","14.700","14.280","14.700","14.700","+0.000","+0.00%","-","28.04.2020","26/03","970,190,000,000","1,007,350,000,000","17,410","1.03","14.69","0.73","0.35","2.32%","Neutral","Venta","Neutral","Venta","Venta fuerte","Venta fuerte","Venta fuerte","Neutral","0.00%","1.38%","-9.82%","-3.92%","4.26%","10.53%"
"JD.com Inc Adr","JDN.MX","MX","950.990","938.010","950.990","--","--","943.000","956.000","950.990","943.000","-5.010","-0.52%","187","08.05.2020","13:11:00","1.41T","","8,118","-","-","-","-","-","Venta","Venta fuerte","Venta fuerte","Venta fuerte","Neutral","Compra fuerte","Compra fuerte","Compra fuerte","-1.36%","1.84%","26.02%","40.54%","66.61%","60.03%"
"Constellation Brands Inc Class A","STZ.MX","MX","3,390.000","3,390.000","3,455.000","--","--","3,415.370","3,234.810","3,415.370","3,387.000","+155.190","+4.80%","1,192","03.04.2020","12:19:52","625,340,000,000","","2,203","-","-","-","-","-","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra","Venta","Venta fuerte","4.80%","18.41%","1.43%","-5.21%","1.99%","10.97%"
"GlaxoSmithKline PLC ADR","GSKN.MX","MX","830.00","822.01","875.00","--","--","856.00","855.90","856.00","830.00","-25.90","-3.03%","80","29.04.2020","13:10:57","2.10T","","4,458","-","-","-","-","-","Venta","Venta","Venta fuerte","Venta fuerte","Venta","Neutral","Neutral","Compra fuerte","-3.03%","0.61%","4.30%","-3.14%","1.95%","3.46%"
"Weibo Corp","WBN.MX","MX","827.850","-","-","--","--","827.850","808.000","827.850","827.850","+0.000","+0.00%","-","13.05.2020","26/03","182,790,000,000","","2,672","-","-","-","-","-","Compra fuerte","Compra fuerte","Neutral","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","2.46%","2.89%","-7.70%","-26.87%","-10.11%"
"Southwest Airlines Company","LUV.MX","MX","950.52","-","-","--","--","994.00","951.36","994.00","950.52","0.00","0.00%","-","23.04.2020","26/03","452,510,000,000","","314","-","-","-","-","-","Neutral","Venta fuerte","Neutral","Neutral","Venta","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","11.30%","-11.31%","-8.49%","-1.85%","-7.72%"
"Walmart Inc","WMT.MX","MX","2,570.00","2,546.01","2,602.99","--","--","2,562.00","2,487.00","2,570.00","2,562.00","+83.00","+3.34%","79","19.05.2020","13:10:59","7.28T","","3,815","-","-","-","-","-","Compra fuerte","Neutral","Compra","Venta fuerte","Neutral","Neutral","Compra fuerte","Compra fuerte","3.02%","-7.67%","23.17%","13.36%","36.71%","94.83%"
"Vertex Pharmaceuticals Inc","VRTX.MX","MX","5,120.00","-","-","--","--","5,120.00","5,071.06","5,120.00","5,120.00","+0.00","+0.00%","-","23.04.2020","26/03","1.34T","","628","-","-","-","-","-","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","0.00%","7.88%","17.84%","24.76%","41.51%","200.82%"
"3M Company","MMM.MX","MX","3,108.00","3,082.00","3,173.99","--","--","3,100.00","3,119.00","3,130.00","3,090.00","-11.00","-0.35%","176","28.04.2020","13:10:55","1.81T","","1,756","-","-","-","-","-","Venta fuerte","Venta","Compra","Neutral","Neutral","Neutral","Venta","Venta fuerte","-0.35%","1.90%","6.44%","-6.24%","-22.44%","-13.92%"
"Abbott Laboratories","ABT.MX","MX","1,748.50","1,729.00","1,768.00","--","--","1,761.00","1,725.02","1,761.00","1,748.50","+23.48","+1.36%","92","16.04.2020","13:10:55","3.10T","","1,361","-","-","-","-","-","Neutral","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","1.36%","3.16%","10.66%","6.37%","16.41%","107.05%"
"AbbVie Inc","ABBV.MX","MX","1,680.00","-","-","--","--","1,691.00","1,650.99","1,700.00","1,680.00","+0.00","+0.00%","-","23.04.2020","26/03","2.56T","","1,249","-","-","-","-","-","Neutral","Venta fuerte","Neutral","Venta","Neutral","Neutral","Neutral","Compra fuerte","0.00%","-1.35%","2.31%","0.84%","8.74%","34.52%"
"Accel B","ACCELSAB.MX","MX","18.250","17.050","18.250","--","--","18.250","17.050","18.250","18.250","+0.000","+0.00%","1,396","--","12:39:14","3,450,000,000","11,100,000,000","14,530","2.85","5.98","0.43","-","-","Neutral","Neutral","Venta","Venta","Venta fuerte","Venta fuerte","Venta","Neutral","0.00%","0.00%","-8.29%","-8.29%","-8.29%","78.92%"
"Actinver B","ACTINVRB.MX","MX","9.900","9.200","9.900","--","--","9.900","9.990","9.900","9.900","-0.090","-0.90%","200","--","12:17:23","5,570,000,000","6,400,000,000","479,830","1.68","5.96","0.32","0.21","3%","Compra","Neutral","Compra","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-0.90%","0.51%","-5.71%","-13.91%","-23.26%","-21.24%"
"Activision Blizzard Inc","ATVI.MX","MX","1,340.00","1,340.00","1,380.00","--","--","1,329.17","1,313.00","1,340.00","1,329.17","+27.00","+2.06%","246","30.04.2020","13:10:58","1.03T","","3,659","-","-","-","-","-","Neutral","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","2.06%","5.93%","18.58%","19.64%","51.41%","45.65%"
"Administradora de Activos Fibra Inn SC","FINN13.MX","MX","5.700","5.620","5.630","--","--","5.700","5.850","5.700","5.700","-0.150","-2.56%","540","28.04.2020","12:22:02","2,810,000,000","2,450,000,000","52,614","-0.67","-","0.38","0.4","7.23%","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-2.56%","-10.24%","-24.60%","-21.49%","-31.33%","-36.81%"
"Aeromexico","AEROMEX.MX","MX","9.080","9.080","9.090","--","--","9.920","10.000","9.920","8.600","-0.920","-9.20%","67,505","28.04.2020","13:10:49","6,810,000,000","101,960,000,000","204,869","-3.47","-","0.8","-","-","Compra","Venta","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-9.40%","-6.40%","-23.61%","-42.07%","-55.54%","-76.12%"
"AGNC Investment Corp","AGNC.MX","MX","308.99","303.00","312.00","--","--","315.00","340.00","315.00","304.00","-31.01","-9.12%","2,035","22.04.2020","13:10:59","164,990,000,000","","6,452","-","-","-","-","-","Compra fuerte","Neutral","Neutral","Venta","Neutral","Neutral","Venta fuerte","Venta fuerte","-9.12%","26.63%","-7.76%","-9.25%","-11.72%","-17.49%"
"American International Group Inc","AIG.MX","MX","609.80","580.00","609.80","--","--","623.30","498.50","623.30","609.80","+0.00","+0.00%","-","29.04.2020","26/03","523,600,000,000","","3,199","-","-","-","-","-","Compra","Neutral","Neutral","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","22.33%","-26.70%","-36.83%","-26.38%","-47.43%"
"Alcoa Corp","AA1.MX","MX","145.000","137.700","159.990","--","--","144.000","158.800","145.550","144.000","-13.800","-8.69%","11,884","15.04.2020","12:38:48","27,610,000,000","","4,313","-","-","-","-","-","Venta fuerte","Venta fuerte","Venta fuerte","Venta","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-8.69%","5.84%","-45.90%","-64.44%","-73.30%","-76.33%"
"Aleatica SAB de CV","ALEATIC","MX","17.060","17.050","17.550","--","--","17.000","17.400","17.600","17.000","-0.340","-1.95%","47,798","26.03.2020","13:30:44","29,460,000,000","22,710,000,000","562,553","5.08","5.52","0.66","1.97","-","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-1.95%","-14.83%","-39.82%","-39.29%","-18.26%","-35.23%"
"Alfa A","ALFAA","MX","7.460","7.460","7.480","--","--","7.350","7.880","7.500","7.300","-0.420","-5.33%","6,720,789","22.04.2020","13:30:22","37,390,000,000","423,840,000,000","9,027,062","1.76","7.93","1.03","-","2.8%","Compra fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-5.71%","-7.36%","-40.89%","-52.61%","-63.74%","-73.75%"
"Alibaba Group Holdings Ltd ADR","BABAN.MX","MX","4,418.000","4,390.010","4,519.990","--","--","4,450.000","4,466.460","4,519.990","4,399.000","-48.460","-1.08%","11,251","11.05.2020","13:10:56","11.75T","","12,375","-","-","-","-","-","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta","Compra fuerte","Compra fuerte","Compra fuerte","-1.08%","-0.34%","9.52%","9.96%","28.57%","115.20%"
"Alpek SAB de CV","ALPEKA","MX","7.800","7.800","7.900","--","--","8.715","8.910","8.800","7.700","-1.110","-12.46%","2,370,104","22.04.2020","13:30:58","18,320,000,000","119,690,000,000","3,228,811","4.9","3.42","0.42","1.31","1.4%","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-2.86%","-9.09%","-35.02%","-58.57%","-66.09%","-58.41%"
"Alphabet Inc Class A","GOOGL.MX","MX","26,550.00","26,525.00","26,650.00","--","--","26,402.00","26,436.15","26,550.00","26,113.00","+113.85","+0.43%","962","22.04.2020","13:10:55","18.20T","","1,158","-","-","-","-","-","Compra fuerte","Compra fuerte","Neutral","Venta","Venta","Neutral","Compra","Compra fuerte","-0.10%","0.80%","2.72%","4.65%","16.50%","65.13%"
"Alphabet Inc Class C","GOOG.MX","MX","26,492.00","26,000.01","26,800.00","--","--","26,100.00","26,682.00","26,600.00","26,100.00","-190.00","-0.71%","259","22.04.2020","13:10:53","18.07T","","822","-","-","-","-","-","Venta","Neutral","Neutral","Venta","Venta","Neutral","Compra fuerte","Compra fuerte","-0.71%","0.87%","2.81%","4.99%","17.21%","69.56%"
"Alsea","ALSEA","MX","16.095","16.090","16.100","--","--","16.305","16.870","17.500","15.805","-0.775","-4.59%","6,412,193","22.04.2020","13:30:57","13,420,000,000","58,150,000,000","3,170,891","0.79","53.92","0.86","-","-","Compra","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-5.07%","-13.53%","-59.88%","-67.86%","-60.54%","-74.69%"
"Amazon.com Inc","AMZN.MX","MX","44,800.00","44,648.02","44,999.99","--","--","45,485.00","44,762.39","45,485.00","44,724.00","+37.61","+0.08%","930","23.04.2020","13:10:56","22.22T","","2,588","-","-","-","-","-","Venta","Neutral","Neutral","Neutral","Neutral","Compra fuerte","Compra fuerte","Compra fuerte","0.37%","0.53%","23.70%","28.80%","30.85%","176.03%"
"Ambev SA ADR","ABEVN.MX","MX","60.50","-","-","--","--","60.50","59.00","60.50","60.50","+1.50","+2.54%","840","07.05.2020","11:51:05","945,760,000,000","","15,272","-","-","-","-","-","Compra","Compra","Compra fuerte","Venta","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","2.54%","0.83%","-15.97%","-32.02%","-28.82%","-43.30%"
"Advanced Micro Devices Inc","AMD.MX","MX","1,109.00","1,100.01","1,120.00","--","--","1,097.11","1,087.70","1,129.99","1,080.00","+21.30","+1.96%","2,016","16.04.2020","13:11:01","1.30T","","22,836","-","-","-","-","-","Venta fuerte","Neutral","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","1.96%","12.01%","27.87%","27.74%","128.19%","329.51%"
"America Movil SAB de CV","AMXL","MX","14.320","14.310","14.330","--","--","14.470","15.070","14.755","14.215","-0.750","-4.98%","21,376,047","28.04.2020","13:30:55","954,720,000,000","1,007,350,000,000","48,708,270","0.93","16.58","0.91","0.34","2.28%","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta","-5.41%","-3.62%","-8.15%","-5.60%","3.90%","4.20%"
"American Airlines Group","AAL.MX","MX","333.00","330.02","335.99","--","--","370.00","360.62","375.00","327.01","-27.62","-7.66%","32,770","24.04.2020","13:11:01","144,710,000,000","1,010,000,000","7,321","-","-","-","-","-","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Neutral","Neutral","Venta fuerte","Venta fuerte","-7.66%","31.10%","-11.90%","-38.56%","-44.41%","-57.55%"
"American Express Company","AXP.MX","MX","2,106.00","2,080.00","2,144.00","--","--","2,080.00","2,114.64","2,106.00","2,045.00","-8.64","-0.41%","996","15.04.2020","13:08:24","1.70T","","3,694","-","-","-","-","-","Venta","Venta fuerte","Venta fuerte","Venta","Neutral","Neutral","Venta fuerte","Neutral","-0.41%","10.26%","-0.90%","-10.62%","-0.09%","42.45%"
"Ameriprise Financial Inc","AMP.MX","MX","2,483.000","-","-","--","--","2,483.000","2,580.000","2,483.000","2,483.000","-97.000","-3.76%","39","22.04.2020","11:12:33","301,750,000,000","","849","-","-","-","-","-","Neutral","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-3.76%","-11.26%","-23.13%","-21.96%","-12.29%","-"
"Anheuser Busch Inbev SA NV","ANB.MX","MX","996.640","-","-","--","--","996.640","1,057.700","996.640","996.640","-61.060","-5.77%","2,970","07.05.2020","12:50:38","1.97T","","8,777","-","-","-","-","-","Venta","Venta fuerte","Venta","Venta","Venta","Venta fuerte","Venta fuerte","Venta fuerte","-5.77%","-0.13%","-15.25%","-36.37%","-38.10%","-52.46%"
"Apache Corporation","APA.MX","MX","134.00","102.00","157.00","--","--","145.00","140.51","145.00","134.00","0.00","0.00%","-","30.04.2020","26/03","44,160,000,000","","966","-","-","-","-","-","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","27.62%","-74.34%","-67.06%","-80.33%","-86.55%"
"Apple Inc","AAPL.MX","MX","5,897.70","5,890.02","5,944.99","--","--","5,932.00","5,927.61","5,960.00","5,835.96","-29.91","-0.50%","13,315","05.05.2020","13:10:48","25.84T","","23,837","-","-","-","-","-","Venta fuerte","Neutral","Neutral","Neutral","Compra","Compra fuerte","Compra fuerte","Compra fuerte","-0.37%","3.99%","11.96%","6.53%","61.97%","116.17%"
"Arca Continental","AC","MX","96.49","96.50","96.51","--","--","97.58","98.80","98.30","96.30","-2.31","-2.34%","992,186","24.04.2020","13:30:56","170,640,000,000","162,730,000,000","1,714,393","5.43","19.33","0.84","2.3","-","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-2.17%","-2.65%","-10.49%","-3.32%","-9.17%","-23.54%"
